loan_id,customer_id,risk_state,remaining_months,within_term_default_prob
LN283568,ANON_15DB8893F1,Medium,2,0.02639003657589597
LN283862,ANON_D80FFE79FA,Low,34,0.39109761055878345
LN284354,ANON_3DED370583,Low,7,0.04851900410960577
LN284377,ANON_511AF5836D,High,1,0.2224123182207014
LN284409,ANON_CC1C06A9C6,Default,3,0.9921026897455488
LN284453,ANON_5D5C02DE05,Medium,53,0.6416675114396159
LN284924,ANON_49525D1596,Default,3,0.9921026897455488
LN284924,ANON_87D8FC793F,Medium,1,0.0009437919463087
LN285450,ANON_6856561667,Low,2,0.006286475436421475
LN285528,ANON_D0B1443F32,Low,15,0.15894284476988715
LN285660,ANON_4CEF5ACC86,Low,2,0.006286475436421475
LN286044,ANON_40E2019C28,Low,32,0.3704524264635173
LN286205,ANON_9BD84CA8AF,Default,1,0.9972478549457664
LN286276,ANON_ECDD25756C,Low,41,0.4570901297023434
LN286329,ANON_59022E6184,Low,3,0.011273906495891599
LN286508,ANON_A365C17FFC,Low,50,0.5292069015765977
LN286867,ANON_CFDEA34A51,Default,1,0.9972478549457664
LN286907,ANON_8A84489BE7,Default,12,0.9734121430924614
LN287615,ANON_85DEBBF6BD,Default,4,0.9897035075494226
LN288054,ANON_5C60DF0E70,Medium,43,0.5861521081480074
LN288382,ANON_206CDC102D,Default,58,0.9205864376966835
LN288535,ANON_5EDE821179,Low,9,0.07415603394594919
LN288584,ANON_374949CE46,Low,27,0.31504742224963517
LN288856,ANON_13BAA6E0E1,Default,1,0.9972478549457664
LN289158,ANON_93FBFF4E3B,High,54,0.8372236752395258
LN289198,ANON_11888507CC,Low,50,0.5292069015765977
LN289276,ANON_8FA3BBD35D,Default,41,0.9346201976509908
LN289350,ANON_928253996C,Low,1,0.0028890378348394
LN289671,ANON_1D3FAEB98B,Low,240,0.5952339009814149
LN289709,ANON_90C872EFEB,Low,1,0.0028890378348394
LN290072,ANON_C45EA50DF8,Low,3,0.011273906495891599
LN290936,ANON_87EB72E703,Default,3,0.9921026897455488
LN290938,ANON_66F4C84277,Default,1,0.9972478549457664
LN290955,ANON_1235DE83CC,Low,6,0.03703699384079466
LN291059,ANON_D2BC150144,Low,22,0.25391277625406367
LN291628,ANON_2FF6C7602A,Low,2,0.006286475436421475
LN292010,ANON_FAB7475738,High,53,0.8362018431130321
LN292098,ANON_AAD78C72BB,Low,60,0.5952339009814149
LN292258,ANON_EA16122038,Default,12,0.9734121430924614
LN292306,ANON_FB7AA729FC,Low,20,0.22782267747708296
LN293307,ANON_CEEBB1EDA2,Low,1,0.0028890378348394
LN293379,ANON_F99166813C,Low,40,0.4482288819192077
LN293458,ANON_F7AE43DE69,Low,58,0.5830842484608539
LN293540,ANON_B9538A7FE5,Medium,3,0.061530112323623994
LN293674,ANON_7CDCA85E7A,Low,3,0.011273906495891599
LN294035,ANON_69658B857E,Low,6,0.03703699384079466
LN294707,ANON_F2D3779C26,Low,3,0.011273906495891599
LN294770,ANON_04A47E636F,Low,52,0.5435120106040596
LN294795,ANON_36F3F8823A,Low,1,0.0028890378348394
LN295645,ANON_01705F704C,Low,1,0.0028890378348394
LN296321,ANON_E2514999C0,Low,3,0.011273906495891599
LN296636,ANON_0C85F0E111,Medium,23,0.43355558064317223
LN296887,ANON_226C7FD0AF,Low,3,0.011273906495891599
LN296895,ANON_0A35342AB2,Default,40,0.9356072914808535
LN296977,ANON_55E3EFD1AB,Low,26,0.3032884825048455
LN297101,ANON_49024986D6,Low,12,0.11608902902343224
LN297483,ANON_6E8D30B35E,Default,35,0.9408568041527632
LN297967,ANON_2BCD2BC11A,Low,12,0.11608902902343224
LN297988,ANON_9EFEEEFE07,Low,3,0.011273906495891599
LN298027,ANON_F2A03E618A,Low,44,0.48261478282237746
LN298121,ANON_1697565000,Default,3,0.9921026897455488
LN298184,ANON_9AC25B9B4D,Low,2,0.006286475436421475
LN298647,ANON_63300D2ED0,Low,55,0.5639038291832629
LN298808,ANON_0CACF9C841,Low,21,0.24098261875278704
LN298991,ANON_C5078964E5,Low,1,0.0028890378348394
LN299109,ANON_AA304E71EF,Low,3,0.011273906495891599
LN299350,ANON_C6FE571F44,Low,60,0.5952339009814149
LN299471,ANON_393422AF73,Low,3,0.011273906495891599
LN299581,ANON_2987E08C0B,Low,3,0.011273906495891599
LN299666,ANON_F30C4A4306,Low,3,0.011273906495891599
LN299804,ANON_B570DA08A5,Low,2,0.006286475436421475
LN300498,ANON_988877A14C,Low,3,0.011273906495891599
LN301273,ANON_A774C6A82E,Low,2,0.006286475436421475
LN301902,ANON_2F2593A33F,Low,58,0.5830842484608539
LN302143,ANON_2B4482197F,Low,1,0.0028890378348394
LN302357,ANON_0BCA608E69,Low,23,0.2666094319815929
LN302376,ANON_AC26329668,Low,1,0.0028890378348394
LN302498,ANON_5EF5CC9FC0,Default,1,0.9972478549457664
LN302578,ANON_A1F59B766B,Default,32,0.9442738007305771
LN302621,ANON_312B13D9B5,Default,1,0.9972478549457664
LN302677,ANON_8D5ABFD8A6,Low,10,0.0878451509882079
LN302753,ANON_976E1BC923,Default,1,0.9972478549457664
LN302811,ANON_8AB51123E0,Default,3,0.9921026897455488
LN302818,ANON_F959DA325F,Low,1,0.0028890378348394
LN302860,ANON_C482A9ED9E,Default,32,0.9442738007305771
LN302955,ANON_C5B6A4A4D7,Default,12,0.9734121430924614
LN302985,ANON_4DC1534FDE,Low,3,0.011273906495891599
LN303093,ANON_7C726B8F3A,Default,1,0.9972478549457664
LN303098,ANON_265B5D3D90,Low,3,0.011273906495891599
LN303323,ANON_40F7DEB627,Default,3,0.9921026897455488
LN303422,ANON_23F9A8605F,Low,28,0.3265761787587599
LN303793,ANON_0A90776E96,Low,12,0.11608902902343224
LN303829,ANON_4F229A9F82,Low,1,0.0028890378348394
LN303948,ANON_E9E4178B66,Low,39,0.43918511568806184
LN303990,ANON_C02F3E6313,Default,1,0.9972478549457664
LN304109,ANON_F05082C24C,Low,30,0.34895518610460524
LN304676,ANON_A84831C4C3,High,1,0.2224123182207014
LN304783,ANON_5582ACEC12,Low,60,0.5952339009814149
LN304910,ANON_5800FA669A,Default,1,0.9972478549457664
LN304969,ANON_46CB1CFF43,Default,28,0.9491686206646659
LN305171,ANON_A5DB6EB481,Default,59,0.919902908883538
LN305449,ANON_695D9B0F2E,Default,60,0.9192331931093587
LN305472,ANON_A7707C2F5B,Low,47,0.5066238346242291
LN305497,ANON_B2F45C2EAF,Low,2,0.006286475436421475
LN305686,ANON_78446B39AA,Low,3,0.011273906495891599
LN305706,ANON_8BC73B2186,Low,3,0.011273906495891599
LN306101,ANON_2A7F31684E,Low,3,0.011273906495891599
LN306358,ANON_C6E19AB512,Low,29,0.3378776778620316
LN306409,ANON_C373793D15,Low,1,0.0028890378348394
LN306706,ANON_CEC0803A09,Low,3,0.011273906495891599
LN306748,ANON_1274CE9D86,Medium,3,0.061530112323623994
LN306851,ANON_E5CAD22860,Low,12,0.11608902902343224
LN306975,ANON_D2681D5F97,Low,38,0.42995514089392567
LN307127,ANON_41B96B69E2,Low,3,0.011273906495891599
LN307281,ANON_7DC2247256,Low,1,0.0028890378348394
LN307541,ANON_488F52AB72,Low,3,0.011273906495891599
LN307775,ANON_70867446DC,Low,51,0.5364324578189503
LN307826,ANON_DC64BAA1D1,Low,60,0.5952339009814149
LN308129,ANON_77255C6DE5,Low,28,0.3265761787587599
LN308207,ANON_7105B70191,Low,1,0.0028890378348394
LN308642,ANON_ED264F6092,High,1,0.2224123182207014
LN309355,ANON_207C12D321,Default,58,0.9205864376966835
LN309363,ANON_C84D766079,Default,1,0.9972478549457664
LN309849,ANON_615AADB72D,Low,1,0.0028890378348394
LN309920,ANON_8F66D6CC33,High,48,0.8307671106349903
LN310303,ANON_D4606584A3,Low,1,0.0028890378348394
LN310391,ANON_AF9749FA3A,Default,18,0.9633288028218724
LN310743,ANON_F7E9F2206D,Low,48,0.5143056888728583
LN310916,ANON_DD112443BD,Default,52,0.9249940577228253
LN310979,ANON_8343E8BBCD,Default,12,0.9734121430924614
LN311110,ANON_1B3CDA8537,Low,1,0.0028890378348394
LN311230,ANON_287451EF8B,Low,1,0.0028890378348394
LN311335,ANON_9611A49602,Low,51,0.5364324578189503
LN311340,ANON_0813FF913F,Low,3,0.011273906495891599
LN311387,ANON_97B2D147B4,Low,3,0.011273906495891599
LN311482,ANON_29CF70687D,Low,3,0.011273906495891599
LN311505,ANON_BF82BF3631,Low,16,0.1730701986571827
LN311551,ANON_55DCACB430,Default,37,0.9386924566090227
LN311697,ANON_26E436F33C,Low,3,0.011273906495891599
LN312034,ANON_DCA06A9691,Medium,1,0.0009437919463087
LN312073,ANON_55410C8D1C,Low,1,0.0028890378348394
LN312145,ANON_2FC4676935,Medium,12,0.3026010809100447
LN312267,ANON_CD6309E6EB,Default,39,0.9366147499032963
LN312367,ANON_A6F1055034,Low,40,0.4482288819192077
LN313113,ANON_2721FE15D8,Low,168,0.5952339009814149
LN313443,ANON_A53EFE9B8B,Default,1,0.9972478549457664
LN313508,ANON_41DB6753E4,Default,3,0.9921026897455488
LN313701,ANON_522FAC4AD4,Default,1,0.9972478549457664
LN314260,ANON_17ECC3F5BE,Default,2,0.9946150174416826
LN314330,ANON_170BD738F2,Low,3,0.011273906495891599
LN314929,ANON_CFF6C898FC,Default,1,0.9972478549457664
LN315030,ANON_346B63AB54,Low,1,0.0028890378348394
LN315214,ANON_D498B6156D,Default,1,0.9972478549457664
LN315682,ANON_C5429B05FA,Default,118,0.9192331931093587
LN315806,ANON_2581F9D5CC,Low,3,0.011273906495891599
LN315807,ANON_BDD4894866,Low,1,0.0028890378348394
LN316037,ANON_C60783FB85,Low,1,0.0028890378348394
LN316095,ANON_AAFB19B331,Low,1,0.0028890378348394
LN316136,ANON_6090B7D9A8,Low,3,0.011273906495891599
LN316481,ANON_23C8D343E2,Low,17,0.1870458813973239
LN316788,ANON_6F1C1C843C,Low,54,0.5572448366299143
LN316823,ANON_93448C7D7B,Low,1,0.0028890378348394
LN316830,ANON_A41248F042,Low,3,0.011273906495891599
LN316871,ANON_A50C3CE0F0,Default,3,0.9921026897455488
LN316876,ANON_133CA4B8EE,Low,20,0.22782267747708296
LN316906,ANON_7ADBB6EB06,Default,47,0.9291027653031368
LN316921,ANON_6361D18534,Default,1,0.9972478549457664
LN317051,ANON_DE87CC245F,Low,11,0.10186928211501414
LN317775,ANON_E4FCE8FD2F,Default,2,0.9946150174416826
LN317857,ANON_2D7206C8F4,Default,1,0.9972478549457664
LN317925,ANON_A72B4A707A,Low,3,0.011273906495891599
LN318068,ANON_51C655D3B7,Medium,1,0.0009437919463087
LN318188,ANON_C59FD70B48,Default,3,0.9921026897455488
LN318376,ANON_723D92868A,Low,3,0.011273906495891599
LN318579,ANON_020838D477,Medium,2,0.02639003657589597
LN319376,ANON_28B9379071,Default,51,0.9257825932056515
LN320096,ANON_E05E869E96,Default,3,0.9921026897455488
LN320139,ANON_8BBCF35143,Low,57,0.5768208442155516
LN320446,ANON_846964D228,Low,3,0.011273906495891599
LN320477,ANON_59B3BC9F9C,Low,44,0.48261478282237746
LN321038,ANON_C0FC3BA186,Default,36,0.9397635763027908
LN321161,ANON_D1CCB9FE50,Default,37,0.9386924566090227
LN321540,ANON_801129E9EB,Low,3,0.011273906495891599
LN321605,ANON_26A42F5C11,Low,24,0.2790708723281113
LN321642,ANON_0C703FAB69,Low,1,0.0028890378348394
LN321672,ANON_6F8245F4DF,Default,1,0.9972478549457664
LN321868,ANON_DDFE53CBF4,Low,3,0.011273906495891599
LN322310,ANON_BAC1E8A67A,Low,1,0.0028890378348394
LN322319,ANON_B8A08195E7,Low,2,0.006286475436421475
LN322442,ANON_A586965EA3,Low,1,0.0028890378348394
LN322488,ANON_22C08CF641,Low,1,0.0028890378348394
LN322567,ANON_7A5A4A73A4,Default,54,0.9234644704216147
LN322576,ANON_54F6E706B3,Default,1,0.9972478549457664
LN322680,ANON_20B733977D,Low,1,0.0028890378348394
LN322682,ANON_55F3CCA248,Low,52,0.5435120106040596
LN322899,ANON_BA9ED64BD8,Default,1,0.9972478549457664
LN322912,ANON_C3EE221B55,Low,9,0.07415603394594919
LN323011,ANON_71567FB2A3,Low,47,0.5066238346242291
LN323416,ANON_6E061DBFF5,Default,12,0.9734121430924614
LN323420,ANON_56D36F7F43,Low,1,0.0028890378348394
LN323545,ANON_C08E60EB23,Default,55,0.9227227809660739
LN323951,ANON_DAE650B221,Low,3,0.011273906495891599
LN324036,ANON_572370F151,Low,2,0.006286475436421475
LN324172,ANON_05150B21FF,Medium,1,0.0009437919463087
LN324426,ANON_C3DA2D285A,Low,18,0.20084227888556092
LN324497,ANON_4E8F7EB568,Low,1,0.0028890378348394
LN325011,ANON_0446988325,Low,1,0.0028890378348394
LN325083,ANON_DED3AB6EBD,Low,127,0.5952339009814149
LN325770,ANON_EF1C3D4FBE,High,1,0.2224123182207014
LN325806,ANON_37B49FDED6,Low,26,0.3032884825048455
LN326053,ANON_49AB911F5C,Medium,1,0.0009437919463087
LN326603,ANON_E755CADD2E,Low,45,0.49078166871151935
LN326790,ANON_47C0BA1766,Low,30,0.34895518610460524
LN326835,ANON_EA32C6815E,Low,41,0.4570901297023434
LN326850,ANON_57291666EB,Default,1,0.9972478549457664
LN327485,ANON_4CF3A44557,Low,1,0.0028890378348394
LN327541,ANON_A719AE650B,Low,55,0.5639038291832629
LN327552,ANON_02019D692E,Low,1,0.0028890378348394
LN327680,ANON_DC43AED8A3,Low,19,0.2144393012428228
LN328628,ANON_06FFCAA66B,Medium,42,0.5799505084325531
LN329140,ANON_9525D68258,Low,28,0.3265761787587599
LN329416,ANON_84E781961B,Default,58,0.9205864376966835
LN329994,ANON_3D60CC051F,Low,36,0.410921542526733
LN330245,ANON_8572448699,Default,3,0.9921026897455488
LN330434,ANON_E9A55BBC26,Low,2,0.006286475436421475
LN331322,ANON_B592D12968,Low,22,0.25391277625406367
LN331512,ANON_91158C3653,Low,3,0.011273906495891599
LN331890,ANON_82390A45B4,Low,3,0.011273906495891599
LN332219,ANON_A69FB6B5B4,Low,3,0.011273906495891599
LN332459,ANON_06F45551B1,Medium,1,0.0009437919463087
LN332604,ANON_FFDD1B8648,Low,1,0.0028890378348394
LN332614,ANON_1D7D4310C3,Default,11,0.9752378190739214
LN332689,ANON_633F83FEC5,Low,1,0.0028890378348394
LN332695,ANON_B11C3DB185,Low,1,0.0028890378348394
LN332779,ANON_49ABB084F4,Low,25,0.29129690428562216
LN332831,ANON_28A7E44581,Medium,230,0.6743060110577099
LN333151,ANON_699A2F6E7C,Low,8,0.060976239300138846
LN333280,ANON_29C05CF6E1,Default,3,0.9921026897455488
LN333516,ANON_28F4B878D4,Low,1,0.0028890378348394
LN334052,ANON_D4B5DF7F9F,Low,3,0.011273906495891599
LN334410,ANON_1371726A2D,Low,28,0.3265761787587599
LN334986,ANON_F0C41AE4D2,Default,29,0.9479070606754594
LN335113,ANON_BF8319A44D,High,12,0.7494020147697881
LN335158,ANON_F10D2BD0D2,Low,1,0.0028890378348394
LN335343,ANON_4AF5702E1C,Low,2,0.006286475436421475
LN335455,ANON_C63C537A5D,Medium,3,0.061530112323623994
LN335561,ANON_04C969D6B6,Low,1,0.0028890378348394
LN335653,ANON_D2F33B7F59,Default,3,0.9921026897455488
LN335730,ANON_7A5A5F687B,High,1,0.2224123182207014
LN335977,ANON_59F8C53418,Low,1,0.0028890378348394
LN336206,ANON_AB69C9105C,Medium,60,0.6743060110577099
LN336216,ANON_D6DD32AF13,Default,6,0.98520191696147
LN336455,ANON_A48BC01E53,Low,50,0.5292069015765977
LN336504,ANON_A1F98D0400,Low,85,0.5952339009814149
LN336830,ANON_1FF28007B1,Low,3,0.011273906495891599
LN336857,ANON_E96CEF976B,Low,1,0.0028890378348394
LN336936,ANON_0CD5DA6B62,Low,12,0.11608902902343224
LN337287,ANON_8D5F50BEAA,Low,3,0.011273906495891599
LN337419,ANON_F6EAC09600,Medium,60,0.6743060110577099
LN338130,ANON_E28740DE7E,Low,3,0.011273906495891599
LN338207,ANON_F99EDD1049,Default,136,0.9192331931093587
LN338391,ANON_A98FA68D82,Low,3,0.011273906495891599
LN338564,ANON_FCEF206007,Low,3,0.011273906495891599
LN338637,ANON_605D63B9AF,Low,1,0.0028890378348394
LN338703,ANON_1401FCF1E5,Default,2,0.9946150174416826
LN338779,ANON_AE397576DD,Low,3,0.011273906495891599
LN338982,ANON_855A4EC5A4,Low,175,0.5952339009814149
LN339729,ANON_BA1A16D2C0,Low,3,0.011273906495891599
LN339999,ANON_EBFDA1E885,Default,46,0.9299760463757032
LN340043,ANON_85478CE666,Low,1,0.0028890378348394
LN340062,ANON_EB7D8797E6,Default,3,0.9921026897455488
LN340362,ANON_805819B8EE,Low,40,0.4482288819192077
LN340448,ANON_4A16320C4B,Low,27,0.31504742224963517
LN340505,ANON_BEF4F687BE,Low,3,0.011273906495891599
LN340700,ANON_F20A1C2E67,Low,11,0.10186928211501414
LN340826,ANON_9BFD391D82,Low,3,0.011273906495891599
LN341070,ANON_0FB9E41DAC,Low,26,0.3032884825048455
LN341281,ANON_B102DEA3A2,Low,48,0.5143056888728583
LN341448,ANON_313DEC7A12,Low,49,0.5218323346133623
LN342130,ANON_6936176F18,Default,2,0.9946150174416826
LN342246,ANON_7AF718BEF9,Low,1,0.0028890378348394
LN342298,ANON_D823EE95FC,Low,2,0.006286475436421475
LN342365,ANON_D438A9EF84,Default,2,0.9946150174416826
LN342603,ANON_9D8FCE4E04,High,12,0.7494020147697881
LN343309,ANON_1C1552057F,Medium,1,0.0009437919463087
LN343391,ANON_1BB53DC2CA,Low,23,0.2666094319815929
LN343459,ANON_FF694F6966,Default,12,0.9734121430924614
LN343674,ANON_BC4AC02275,Default,3,0.9921026897455488
LN344153,ANON_35FCE82CA8,Medium,3,0.061530112323623994
LN344569,ANON_24CF33D346,Low,12,0.11608902902343224
LN344634,ANON_F785899F73,Default,10,0.9771125218894857
LN344794,ANON_B05DE97FA9,High,3,0.4786189189371133
LN345026,ANON_4B4FE8C1B4,Low,3,0.011273906495891599
LN345310,ANON_6089AD95CB,Low,3,0.011273906495891599
LN345406,ANON_503B9C3938,Low,12,0.11608902902343224
LN345475,ANON_8DDF2FAE0A,Low,3,0.011273906495891599
LN345549,ANON_6ED98C153A,Low,1,0.0028890378348394
LN345570,ANON_8007EFD8A6,Default,3,0.9921026897455488
LN345621,ANON_E0F8F9BBC4,Default,54,0.9234644704216147
LN345725,ANON_50AEC8B398,Default,2,0.9946150174416826
LN345789,ANON_3F43AE068C,Low,48,0.5143056888728583
LN345844,ANON_01ADACC1A8,Low,1,0.0028890378348394
LN346225,ANON_62FC86F4F5,Default,1,0.9972478549457664
LN346285,ANON_01310D0E78,Low,2,0.006286475436421475
LN346297,ANON_3ADE61778C,Low,36,0.410921542526733
LN346328,ANON_AB3654E757,Low,3,0.011273906495891599
LN346546,ANON_D8A9168EAA,Low,1,0.0028890378348394
LN346714,ANON_921946C322,Low,4,0.018145183579736924
LN347041,ANON_EB18D0841F,Default,1,0.9972478549457664
LN347044,ANON_961219E232,Default,60,0.9192331931093587
LN347496,ANON_F09728DC40,Low,94,0.5952339009814149
LN347518,ANON_1A4CEFCC22,Low,236,0.5952339009814149
LN347721,ANON_E5FD1ED46F,Default,5,0.9874069228928822
LN348053,ANON_56870EC6F0,Low,3,0.011273906495891599
LN348513,ANON_EBDD5CC71D,Default,3,0.9921026897455488
LN348911,ANON_AACE2683CB,Default,58,0.9205864376966835
LN349235,ANON_3B27637258,High,2,0.3736214703754679
LN349288,ANON_1DAB29CC8C,Default,46,0.9299760463757032
LN349346,ANON_CD18A3B95F,Low,49,0.5218323346133623
LN349487,ANON_C8C22A3C13,Default,19,0.9617754886078527
LN349686,ANON_300A630869,Medium,22,0.423922776675944
LN349841,ANON_31489E50D2,Default,57,0.9212840644563459
LN349908,ANON_691B2B6AD9,High,3,0.4786189189371133
LN349998,ANON_AC52C29361,Low,16,0.1730701986571827
LN350065,ANON_5A37A37B64,Low,52,0.5435120106040596
LN350171,ANON_8AAAA1F241,Default,3,0.9921026897455488
LN350277,ANON_8D1D3B66E3,Low,13,0.13039470531307032
LN350528,ANON_B8A4520135,Default,2,0.9946150174416826
LN350619,ANON_C416F50106,Low,12,0.11608902902343224
LN350642,ANON_0BC2C2A45A,Low,51,0.5364324578189503
LN350956,ANON_CD403721FC,Low,28,0.3265761787587599
LN351257,ANON_CEE8E9647D,Low,24,0.2790708723281113
LN351361,ANON_601BEAA132,Low,52,0.5435120106040596
LN351407,ANON_1E14E368D8,Default,1,0.9972478549457664
LN351723,ANON_37D4C35C0B,Medium,51,0.6314527586722665
LN351771,ANON_97B7399F8C,Low,9,0.07415603394594919
LN351815,ANON_8E5AEF194C,Low,40,0.4482288819192077
LN351921,ANON_1D5E791530,Default,1,0.9972478549457664
LN351993,ANON_B8002C7309,Low,204,0.5952339009814149
LN352117,ANON_C76D122460,Low,48,0.5143056888728583
LN352626,ANON_60BB09907D,Default,35,0.9408568041527632
LN353013,ANON_9F72F89282,Default,39,0.9366147499032963
LN353039,ANON_8DFACB6ADC,High,47,0.8296117720160425
LN353448,ANON_1C10A696BA,Medium,12,0.3026010809100447
LN353707,ANON_1C6ABEEFEF,Low,56,0.5704282589702666
LN354195,ANON_B0C1F6D596,Low,59,0.5892210816125598
LN354612,ANON_6C1C53DC26,Low,2,0.006286475436421475
LN354737,ANON_E5F1B70426,Default,21,0.9587662337966645
LN354765,ANON_1AF26E75C0,Low,1,0.0028890378348394
LN355057,ANON_A321A72213,Low,3,0.011273906495891599
LN355073,ANON_EFBE550FEE,Default,1,0.9972478549457664
LN355240,ANON_08A0276B1D,Default,1,0.9972478549457664
LN355312,ANON_72760F6E7E,Low,11,0.10186928211501414
LN355537,ANON_C747A81384,Default,21,0.9587662337966645
LN355601,ANON_DF3492B1B3,Low,3,0.011273906495891599
LN355729,ANON_A9416B8E5F,Low,3,0.011273906495891599
LN355944,ANON_EBBA86D9DC,Default,3,0.9921026897455488
LN356419,ANON_12281CEBAD,High,1,0.2224123182207014
LN356423,ANON_70B5A7DA79,Low,1,0.0028890378348394
LN356514,ANON_AAE05BF282,Low,9,0.07415603394594919
LN356514,ANON_2F672A06A8,Low,129,0.5952339009814149
LN356602,ANON_097B74B13D,Low,33,0.3808796118216776
LN356798,ANON_7FCE242623,Low,1,0.0028890378348394
LN357151,ANON_C5B025F195,Low,1,0.0028890378348394
LN357227,ANON_E67131FFCF,Default,49,0.9274087916714957
LN357364,ANON_CD9901756A,Default,3,0.9921026897455488
LN357433,ANON_EBE997940B,Low,47,0.5066238346242291
LN357622,ANON_CAD1231EE9,Low,3,0.011273906495891599
LN357714,ANON_2EEEB0B07B,Low,2,0.006286475436421475
LN357755,ANON_462286B13E,Low,1,0.0028890378348394
LN357794,ANON_14C1A74136,Low,2,0.006286475436421475
LN357855,ANON_2E906281B4,Default,41,0.9346201976509908
LN358052,ANON_689033639B,Low,3,0.011273906495891599
LN358729,ANON_4F419EE867,Default,139,0.9192331931093587
LN359244,ANON_972BA6138E,Medium,56,0.656228344579378
LN359297,ANON_154C5F3CEC,Low,3,0.011273906495891599
LN359414,ANON_3011293D57,Low,1,0.0028890378348394
LN359481,ANON_D42003A12C,Low,37,0.4205352137617737
LN359624,ANON_66A8F3336D,Default,16,0.9665383569492352
LN359776,ANON_C2AFB14664,Low,3,0.011273906495891599
LN359812,ANON_0ECC2E4793,Low,32,0.3704524264635173
LN360048,ANON_866403D232,Low,20,0.22782267747708296
LN360159,ANON_F464EF9A4C,Low,1,0.0028890378348394
LN360201,ANON_6D3D2B11D3,Default,15,0.9681972961855233
LN360260,ANON_61A4D0524A,Low,1,0.0028890378348394
LN360323,ANON_4644EFD85E,Default,41,0.9346201976509908
LN360618,ANON_D600475260,Low,3,0.011273906495891599
LN360652,ANON_D24A5EE003,Default,1,0.9972478549457664
LN361515,ANON_D8C6156B1B,High,1,0.2224123182207014
LN361604,ANON_B11BF79749,Default,23,0.9558806942147672
LN361620,ANON_CB48510E22,Low,50,0.5292069015765977
LN361687,ANON_7116EFEBEF,Low,105,0.5952339009814149
LN361762,ANON_98F076DAF3,Low,56,0.5704282589702666
LN362186,ANON_0E17F846F9,Medium,1,0.0009437919463087
LN362199,ANON_F850238BD3,Low,1,0.0028890378348394
LN362260,ANON_E809A1CD3D,Default,8,0.9810269865696981
LN362657,ANON_E3CE0A6DAC,Default,29,0.9479070606754594
LN362713,ANON_DBE8F94795,Default,3,0.9921026897455488
LN362932,ANON_E10D662F34,Default,3,0.9921026897455488
LN363230,ANON_D52652C2B4,Low,12,0.11608902902343224
LN363549,ANON_85C4B3146A,Low,35,0.40111029526666103
LN363940,ANON_92CEF71795,Default,1,0.9972478549457664
LN364335,ANON_26325546D5,Default,28,0.9491686206646659
LN364633,ANON_8A53270DC1,Low,3,0.011273906495891599
LN365010,ANON_FA6720CDB0,Low,36,0.410921542526733
LN365470,ANON_E07DE190CB,Default,61,0.9192331931093587
LN365660,ANON_5E338ACE66,Low,60,0.5952339009814149
LN365770,ANON_D80391264F,Low,3,0.011273906495891599
LN365903,ANON_D59500D573,Default,60,0.9192331931093587
LN365926,ANON_7432C391B1,High,3,0.4786189189371133
LN366077,ANON_0A61F62A71,Low,12,0.11608902902343224
LN366267,ANON_861DF8F8DF,Low,2,0.006286475436421475
LN366843,ANON_B5DBFC47BB,Low,34,0.39109761055878345
LN366881,ANON_02DDE2F8AB,Low,1,0.0028890378348394
LN367035,ANON_26B23559B2,Low,3,0.011273906495891599
LN367743,ANON_A54EFFFE16,Low,1,0.0028890378348394
LN367828,ANON_70B44986ED,Low,39,0.43918511568806184
LN367847,ANON_E680AFE694,Low,177,0.5952339009814149
LN367905,ANON_74BA6F1047,Low,3,0.011273906495891599
LN368079,ANON_E3D78840A2,Default,1,0.9972478549457664
LN368218,ANON_3337D33A78,Low,1,0.0028890378348394
LN368265,ANON_4E4DDFFB97,Default,3,0.9921026897455488
LN368497,ANON_4A44DAC96A,Low,2,0.006286475436421475
LN368904,ANON_885544B93C,Low,3,0.011273906495891599
LN369169,ANON_F4445FF264,Low,50,0.5292069015765977
LN369236,ANON_48743416B6,High,3,0.4786189189371133
LN369338,ANON_221728E084,Default,41,0.9346201976509908
LN369404,ANON_718816F756,Default,3,0.9921026897455488
LN369534,ANON_34CA5AB6B5,High,1,0.2224123182207014
LN369756,ANON_8F061E8591,Low,2,0.006286475436421475
LN369945,ANON_0502F3D65B,Low,47,0.5066238346242291
LN369950,ANON_856BD5D4D6,Default,1,0.9972478549457664
LN370000,ANON_FBCE006EDA,Low,31,0.35981221129506036
LN370121,ANON_494B03C048,Low,55,0.5639038291832629
LN370211,ANON_5A02D78A0F,Low,1,0.0028890378348394
LN370379,ANON_93ED6A3816,Low,58,0.5830842484608539
LN370396,ANON_CB43090BB0,Low,2,0.006286475436421475
LN370429,ANON_18CEA6566C,Low,29,0.3378776778620316
LN370785,ANON_7203EE6916,Default,3,0.9921026897455488
LN371258,ANON_5224278284,Default,31,0.945460183000974
LN371358,ANON_58F5C51862,Default,3,0.9921026897455488
LN371446,ANON_51D6CBBB6C,Low,108,0.5952339009814149
LN372037,ANON_486EE3F4A9,High,2,0.3736214703754679
LN372369,ANON_9D67F54CAA,Low,1,0.0028890378348394
LN372407,ANON_27AF4FAED1,Default,12,0.9734121430924614
LN372858,ANON_6A1A1BD00B,Low,3,0.011273906495891599
LN372869,ANON_698EDBA8CB,Low,238,0.5952339009814149
LN373003,ANON_08ED718FA7,Medium,1,0.0009437919463087
LN373085,ANON_04F8FF1D37,Default,3,0.9921026897455488
LN373159,ANON_3395B493A7,Low,48,0.5143056888728583
